items;lenItems;support;PBoarder;NBoarder;ClosedSet;FreeSet
(0, 2, 4);3;0.65;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 3, 6);3;0.65;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 6);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(2, 4);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 4);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(2, 3);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(1, 2);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(1, 3);2;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 2, 3);3;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 1, 3);3;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(0, 1, 2);3;0.7;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
(6,);1;0.75;[[0, 1, 2, 3, 6], [0, 1, 3, 7], [0, 1, 6, 7], [0, 4, 6, 7], [2, 4, 6, 7], [0, 3, 4, 6], [0, 2, 3, 4], [0, 1, 2, 4], [0, 1, 2, 7], [0, 3, 4, 7], [0, 2, 3, 7], [0, 2, 4, 7], [0, 2, 4, 6], [0, 2, 6, 7], [0, 3, 6, 7]];[[5], [8], [9]];[[0, 1, 2, 3, 6], [0, 2, 3], [0, 2, 3, 6], [0, 1, 2, 3, 7], [0, 2, 3, 6, 7], [0, 1, 2, 4, 6], [0, 1, 2, 6], [0, 3, 7], [0, 3, 4, 6], [0, 1, 3], [0, 2, 3, 4, 6], [0, 1, 2, 6, 7], [0, 1, 3, 6, 7], [0, 1, 7], [0, 1, 2], [2], [0, 1], [0, 1, 3, 7], [0, 3, 6, 7], [7], [0, 1, 3, 6], [0, 2, 3, 4], [0, 1, 6], [0, 1, 2, 7], [4], [0, 1, 2, 3], [0, 3], [0, 2, 3, 4, 7], [0, 1, 4, 6, 7], [0, 3, 4], [0, 1, 6, 7], [0], [0, 2, 3, 7], [6], [0, 1, 2, 3, 4], [0, 1, 3, 4, 7], [0, 3, 6], [0, 1, 2, 4], [0, 3, 4, 7], [0, 3, 4, 6, 7], [0, 1, 2, 4, 7], [0, 1, 3, 4, 6]];[[3, 7], [4, 6, 7], [3, 6], [1, 2], [2, 6], [6, 7], [0, 2, 6, 7], [4, 7], [2, 4, 7], [0, 2, 4, 6], [0, 6], [7], [2, 3, 6], [0, 2, 6], [0, 4, 6, 7], [0], [2, 3, 4], [0, 2, 4], [0, 4, 7], [3, 4], [1, 2, 3, 6], [2, 3], [0, 2], [1, 6], [2, 4, 6, 7], [1, 2, 3], [3, 4, 6], [2], [1, 6, 7], [0, 2, 7], [2, 3, 7], [1, 3, 7], [3, 4, 7], [0, 4], [2, 4, 6], [4], [1, 7], [0, 2, 4, 7], [1, 3], [0, 6, 7], [0, 4, 6], [2, 7], [2, 4], [3], [6], [0, 7], [1, 4], [2, 6, 7], [1, 2, 7], [1, 3, 6], [3, 6, 7], [4, 6], [1], [1, 2, 6]];
